"Date","Post Type","Content","Video Thumbnail","Image","Like","Retweet","Reply"
"2023-08-30T22:32:52.000Z","text","Thanks to you","","","649","9","17"
"2023-08-30T21:49:39.000Z","image","Ansu Fati to Brighton, here we go! Deal in place between #BHAFC and Barça as revealed earlier, verbal agreeement now done 🚨🔵✨

◉ NO buy option clause.
◉ Loan deal until June 2024.
◉ Main part of salary covered.

Travel booked on Thursday, Brighton want it signed ASAP. ⭐️","","https://pbs.twimg.com/media/F4z32OiWMAA-chm?format=jpg&name=small","","37K","6.8K"
"2023-08-30T21:47:42.000Z","text","🔴🎧 Live now on  to answer questions with 48h left before the end of the window… and Ansu deal madness!

↪️ ","","","9.4K","511","172"
"2023-08-30T20:53:22.000Z","image","BREAKING: Brighton are closing in on Ansu Fati deal as Barça are prepared to accept the formal proposal received on loan 🚨🔵 #BHAFC

Ansu Fati has accepted Brighton as destination — De Zerbi, key factor.

Final green light soon and then here we go ⏳🇪🇸","","https://pbs.twimg.com/media/F4zq92AX0AEPLGU?format=jpg&name=small","121K","19K","4.1K"
"2023-08-30T20:49:30.000Z","image","Brighton have sent an official loan bid to Barcelona for Ansu Fati — understand they’re increasingly confident to make it happen! 🚨🔵 #BHAFC

Tottenham negotiated with Barça today but Brennan Johnson remains priority.

Brighton are advancing fast, as called .","","https://pbs.twimg.com/media/F4zqFNDX0AAD2Or?format=jpg&name=small","51K","5.9K","1.4K"
"2023-08-30T20:43:57.000Z","image","Manchester United preparing formal bid for Sofyan Amrabat, always been top target 🚨🔴 #MUFC

NO loan proposal sent to Fiorentina, just informal talks.

Fiorentina could be open to loan but with obligation to buy based on conditions.

🇲🇦 Sofyan, waiting for Man Utd since June.","","https://pbs.twimg.com/media/F4zozyuXsAAyyom?format=jpg&name=small","65K","8K","2.1K"
"2023-08-30T19:57:02.000Z","text","Medical tests now booked for Clement Lenglet on Thursday — Aston Villa set to unveil French CB in the next 24h 🟣🔵

Loan with NO buy option from Barça. 75% of the salary covered by Villa.","","","24K","1.4K","297"
"2023-08-30T19:17:32.000Z","image","🔴🔵✅🇫🇷 #PSGUnderstand Paris Saint-Germain and RB Leipzig are both showing interest in OL top talent Bradley Barcola. ✨🇫🇷

No decision yet as OL hope to keep the player but both clubs are informed on Barcola situation.","","https://pbs.twimg.com/media/Fz9OQJjXsAMM5-_?format=jpg&name=small","12K","662","227"
"2023-08-30T19:16:38.000Z","image","Frosinone have reached an agreement with Real Madrid for Reinier, here we go! Loan deal valid until June 2024. 🟡🔵

🇧🇷 No buy option clause included, he’ll be back to Real in June.","","https://pbs.twimg.com/media/F4zU0zhX0AAJpdr?format=jpg&name=small","25K","1.7K","316"
"2023-08-30T18:49:01.000Z","image","Inter have just asked Tottenham for the conditions of Tanguy Ndombele loan deal for the final 48h. 🇫🇷

Up to Inter whether they decide to proceed or not, interest is there as  called.

Ndombele is not the only option on the list.

Deal with Genoa 100% collapsed.","","https://pbs.twimg.com/media/F4zOgR8WkAEbHhL?format=jpg&name=small","20K","1.5K","330"
"2023-08-30T18:43:46.000Z","image","Paris Saint-Germain are closing in on Bradley Barcola deal after submitting €45m proposal plus 10% sell-on ⏳✨

There are final details to fix then time to book medical tests and Barcola will travel to Paris on Thursday.

Almost there 🔴🔵 #PSG","","https://pbs.twimg.com/media/F4zNTOEWQAAXsOM?format=jpg&name=small","19K","1.5K","339"
"2023-08-30T18:38:31.000Z","image","🔴🔵⏳ #PSGUnderstand Paris Saint-Germain new proposal sent to OL for Barcola is the following 🔴🔵✨

◉ €45m guaranteed fee.
◉ 10% sell on clause for OL.

Personal terms with Barcola are agreed since June, as reported here. Nothing new. He wants the move.

OL will answer soon.","","https://pbs.twimg.com/media/F4yki-4XYAASXst?format=jpg&name=small","13K","931","324"
"2023-08-30T18:35:17.000Z","image","Serie A side Frosinone have asked Real Madrid for Reinier on loan deal 🟡🇧🇷

Negotiations will take place in order to discuss potential loan, per .

No buy option would be included. Straight loan until June.","","https://pbs.twimg.com/media/F4zLXHpWkAAH5ai?format=jpg&name=small","14K","910","214"
"2023-08-30T18:23:41.000Z","image","Manchester City set to complete Jamal Baptiste deal as revealed yesterday — it’s done for 2003 CB who joins on free transfer from West Ham. 🔵✍🏻 #MCFC

Understand City will sign Baptiste and then loan him out to Belgian City Group side Lommel. ↪️🇧🇪

Busy summer for City Academy.","","https://pbs.twimg.com/media/F4zItK2XIAAa92m?format=jpg&name=small","21K","1.2K","229"
"2023-08-30T18:17:35.000Z","text","Cole Palmer will undergo medical tests as new Chelsea player on Thursday. 🔵

£40m fee & £5m add-ons, as revealed earlier. Time to prepare documents.","","","46K","4.8K","1.1K"
"2023-08-30T18:04:09.000Z","text","Thanks my friend! 👌🏻","","","1.5K","54","65"
"2023-08-30T18:03:28.000Z","image","Understand Al Arabi are on the verge of reaching an agreement with PSG for Marco Verratti! 🚨🇶🇦🇮🇹 #AlArabi

Negotiations at very advanced stages between the two clubs.

There are details left to be clarified on Verratti’s contract, so still some work to do on player side. ⏳","","https://pbs.twimg.com/media/F4zEE4OW4AE02Lw?format=jpg&name=small","27K","2.1K","623"
"2023-08-30T17:48:30.000Z","text","😉👌🏻","","","3.3K","93","115"
"2023-08-30T17:45:36.000Z","image","Luis Alberto has just signed new deal at Lazio — contract extended. 🔵🦅🇪🇸

Despite proposals from Saudi in June, Luis Alberto confirms that he’s staying.","","https://pbs.twimg.com/media/F4y__RKWoAAbsAy?format=jpg&name=small","22K","1K","210"
"2023-08-30T17:09:16.000Z","image","Official, confirmed. Folarin Balogun has joined AS Monaco on deal in excess of €40m package, €30m plus significant add-ons structure 🇲🇨

Arsenal will have sell-on clause, it was always crucial point in negotiations.

It will be bit less than 20%. #AFC","","https://pbs.twimg.com/media/F4y3q_PWIAAImPk?format=jpg&name=small","31K","2.4K","433"
"2023-08-30T17:06:43.000Z","image","🔴👇🏻🇳🇱 #LFCManchester United and Liverpool called again this week to be informed about Ryan Gravenberch situation 🔴🇳🇱

Understand Bayern position remains the same as of today — no intention to sell Gravenberch.

Both #MUFC and #LFC remain keen in case of last minute changes.","","https://pbs.twimg.com/media/F3vkrVoXYAAzm9X?format=jpg&name=small","18K","1.3K","544"
"2023-08-30T16:52:23.000Z","image","Cole Palmer said yes to Chelsea move. He’d be ready to try new chapter — up to the clubs now. 🔵✨ #CFC

Negotiations with Man City continue as Chelsea are working on solutions. Fee has to be around £45m to get it done.

Cole’s the top target for Chelsea, as revealed.","","https://pbs.twimg.com/media/F4yzzwBXgAIQ5pH?format=jpg&name=small","50K","6.3K","1.8K"
"2023-08-30T16:36:33.000Z","image","Understand Feyenoord have reached an agreement with Man City for Mikki van Sas — here we go 🔴🤝🏻 #Feyenoord

Permanent transfer agreed, City will include sell-on clause into the deal.

Medical booked on Friday. Contract until June 2026.","","https://pbs.twimg.com/media/F4ywLzBXwAsMZHo?format=jpg&name=small","18K","1.1K","277"
"2023-08-30T16:22:44.000Z","image","Contacts between Tottenham and Barça for Ansu Fati continue. Spurs working on Brennan Johnson deal — waiting for the final decision. ⚪️ #THFC

Ansu Fati, loan move. Brennan Johnson has to be permanent. Tottenham have to decide in 24h.Understand Tottenham are now in contact with Barça to negotiate for Ansu Fati deal on loan until June 2024. ⚪️🇪🇸 #THFC

Discussions about conditions of the deal but Barça want 100% of the salary covered.

Ansu, also presented to Chelsea as opportunity but no former approach yet.","","https://pbs.twimg.com/media/F4vecBCX0AATWha?format=jpg&name=small","19K","1.8K","590"
"2023-08-30T16:10:59.000Z","image","Official, confirmed. Iván Fresneda signs until June 2028 as new Sporting player, it’s sealed ⚪️🟢

€9m, €3m add-ons and 10% sell on clause for Valladolid.","","https://pbs.twimg.com/media/F4yqVMqXwAQ2Yov?format=jpg&name=small","22K","1.5K","454"
"2023-08-30T15:51:32.000Z","image","Mattéo Guendouzi completes medical tests as new Lazio player. ⚪️🔵✔️","","https://pbs.twimg.com/media/F4yl4MuWkAAAGSm?format=jpg&name=small","39K","2K","473"
"2023-08-30T15:46:19.000Z","image","Understand Paris Saint-Germain new proposal sent to OL for Barcola is the following 🔴🔵✨

◉ €45m guaranteed fee.
◉ 10% sell on clause for OL.

Personal terms with Barcola are agreed since June, as reported here. Nothing new. He wants the move.

OL will answer soon.","","https://pbs.twimg.com/media/F4yki-4XYAASXst?format=jpg&name=small","19K","1.7K","445"
"2023-08-30T15:41:19.000Z","image","Genoa are set to leave negotiations for Tanguy Ndombele — no agreement on player side and Genoa are not willing to wait until #DeadlineDay. 🔴🔵❌

Deal on the verge of collapsing despite agreeing on loan fee with Tottenham.","","https://pbs.twimg.com/media/F4yjinlWQAAmPU9?format=jpg&name=small","13K","1.1K","376"
"2023-08-30T15:05:30.000Z","image","Kenan Yildiz signs new deal at Juve until June 2027, agreement reached as called and revealed yesterday. ⚪️⚫️ #JuveExcl: Juventus agree terms with Kenan Yildiz to extend his contract until June 2027 ⚪️⚫️✨

New deal set to be activated as he had two more year options left on current contract.

Excellent news for Juventus as Kenan’s highly rated talent and club trusts him for the future.","","https://pbs.twimg.com/media/F4ybV0GWEAAqjx5?format=jpg&name=small,https://pbs.twimg.com/media/F4tn43DX0AkXuN1?format=jpg&name=120x120","11K","606","161"
"2023-08-30T15:00:13.000Z","text","Clement Lenglet will sign at Aston Villa on straight loan. NO buy option. 🟣🔵

Villa will cover 75% of the salary.","","","26K","1.5K","321"
"2023-08-30T14:57:47.000Z","text","OM will also receive €5m easy add-ons for Guendouzi from Lazio, as mentioned on Monday. Documents signed. 🔵🔒Mattéo Guendouzi will undergo medical tests as Lazio player today. ⚪️🔵🇫🇷

€1m loan fee.
€12m obligation to buy.
10% sell-on clause for Marseille.
Contract agreed and documents sealed.","","","8.9K","574","167"
"2023-08-30T14:56:33.000Z","text","Thanks Mark!","","","5.9K","123","128"
"2023-08-30T14:40:47.000Z","image","EXCL: Amin Sarr joins Wolfsburg from OL, agreement reached on loan deal with mandatory buy option in case of some conditions 🚨🟢🐺

Understand total package will be worth €15m fee. Sarr will travel tonight to sign and undergo medicals.","","https://pbs.twimg.com/media/F4yNktQWsAEoI-b?format=jpg&name=small","21K","2.1K","499"
"2023-08-30T14:24:05.000Z","image","Luton Town are set to sign Teden Mengi from Manchester United, deal agreed as  reported. 🟠🤝🏻

Permanent transfer for Mendi who’s set to undergo medical tests soon.","","https://pbs.twimg.com/media/F4yR3RyWEAABtnf?format=jpg&name=small","27K","2.1K","526"
"2023-08-30T13:58:42.000Z","image","Donny van de Beek now still assessing options for next move. He’s expected to leave as many clubs show interest but he never negotiated with Lorient or Genoa. 🚨🔴🇳🇱 #MUFC

Man United rejected final approach from Real Sociedad for Donny.

🇲🇦 Amrabat keeps waiting for United.","","https://pbs.twimg.com/media/F4yMDiVXsAAysHG?format=jpg&name=small","38K","3K","729"
"2023-08-30T13:55:28.000Z","text","Mattéo Guendouzi will undergo medical tests as Lazio player today. ⚪️🔵🇫🇷

€1m loan fee.
€12m obligation to buy.
10% sell-on clause for Marseille.
Contract agreed and documents sealed.","","","18K","1.3K","335"
"2023-08-30T13:43:01.000Z","image","Understand Serie A side Frosinone sent formal bid to sign Josh Laurent as new midfielder from Stoke City 🟡🔵🏴󠁧󠁢󠁥󠁮󠁧󠁿

Proposal is loan deal with €4m option to buy clause. Negotiations ongoing.","","https://pbs.twimg.com/media/F4yIdXdWEAAQB-I?format=jpg&name=small","13K","738","208"
"2023-08-30T13:32:54.000Z","text","it happened again yes… 😂🧘🏼‍♂️","","","71","4","15"
"2023-08-30T13:31:45.000Z","text","🧘🏼‍♂️","","","2.2K","76","65"
"2023-08-30T13:16:45.000Z","image","Matheus Nunes to Man City, here we go! Verbal agreement reached with Wolves, Matheus already on his way 🔵🇵🇹 #MCFC

🟠 Understand Tommy Doyle will join Wolves on £5m deal plus 50% sell on clause. 

Final checks ongoing on payment terms and installments… then it will be signed.","","https://pbs.twimg.com/media/F4yCdAeXQAASEZZ?format=jpg&name=small","88K","15K","2.7K"
"2023-08-30T13:14:20.000Z","image","✅🔵🇵🇹 #MCFCEXCL: Manchester City submitted new bid for Matheus Nunes. Package around €60m with add-ons and club confident to get it done 🚨🔵🇵🇹 #MCFC

Personal terms agreed days ago, City optimistic — opening €50m plus €5m add ons bid was rejected.

Nunes remains City top target.","","https://pbs.twimg.com/media/F4jarxQXQAAO3Pg?format=jpg&name=small","19K","1.3K","473"
"2023-08-30T13:11:32.000Z","text","€1m più €2m bonus futuri 👌🏻","","","610","16","25"
"2023-08-30T13:11:05.000Z","image","Negotiations between Chelsea and Man City for Cole Palmer are ongoing. Told City want fee in the region of £45m to advance in discussions 🚨🔵 #CFC

Chelsea had contacts on player side as Palmer would be open to joining them after initial contacts — exclusive story, confirmed.","","https://pbs.twimg.com/media/F4yBJ4pX0AESXtt?format=jpg&name=small","53K","7K","2K"
"2023-08-30T12:55:19.000Z","image","Clement Lenglet to Aston Villa, here we go! Agreement reached on loan deal as Lenglet will travel later today 🟣🔵🇫🇷 #AVFC

Negotiations revealed yesterday now set to be sealed, waiting for documents to be signed. Player already agreed.","","https://pbs.twimg.com/media/F4x9jDIW0AAQWHn?format=jpg&name=small","66K","7.5K","1.4K"
"2023-08-30T12:32:29.000Z","image","Sofyan Amrabat again won’t be part of Fiorentina squad for the game vs Rapid Wien, decision made. ⛔️🇲🇦 #MUFC

He won’t train with 1st squad or play — he only wanted to wait for Man United since end of June.

Fiorentina, still waiting for United bid.Sofyan Amrabat, not part of Fiorentina squad as he has decided to wait for a move until the end of the window; Manchester United, priority since end of June  🔴🇲🇦

No official bid from United to Fiorentina yet. United are informed on deal conditions but waiting on outgoings.","","https://pbs.twimg.com/media/F4bH3zGWMAIt5fM?format=jpg&name=small","22K","2.6K","1K"
"2023-08-30T11:52:57.000Z","image","Hudson-Odoi and Forest, almost there as revealed earlier 🌳🔴⏳ #NFFCUnderstand Nottingham Forest are now closing in on Callum Hudson-Odoi deal. Negotiations moving to final stages with Chelsea 🚨🔴🌳 #NFFC

Talks underway, details to be clarified today but CHO could join Forest soon.","","https://pbs.twimg.com/media/F4w_bLbWMAASauz?format=jpg&name=small","17K","1.2K","449"
"2023-08-30T11:48:50.000Z","text","yes big blow. Exclusive story on Palmer 1h ago, no one reported that before… 10 mins later “Chelsea interest nothing else” and no mention, 20 mins later magic happens “Chelsea 100% going for Palmer” and no mention… funny. 😅👌🏻 Have a nice day guys!","","","846","76","114"
"2023-08-30T11:44:41.000Z","text","😅…","","","63","3","8"
"2023-08-30T11:41:54.000Z","text","via  😅","","","1.6K","86","146"
"2023-08-30T11:38:49.000Z","image","Aston Villa are discussing with Barça on conditions of Clement Lenglet deal. It’d be loan move, salary coverage being negotiated 🟣🔵 #AVFC

Exclusive story, confirmed — as Villa are advancing. Not done deal yet.","","https://pbs.twimg.com/media/F4xsCjCXQAAXpnF?format=jpg&name=small","25K","1.6K","399"
"2023-08-30T11:34:17.000Z","image","Santiago Bueno to Wolves, done deal as reported overnight — medical tests are booked 🟠🇺🇾 #WWFC

Here we go, confirmed.Wolves are closing in on deal to sign Santiago Bueno from Girona as final details are being sorted 🚨🟠🇺🇾

Uruguayan centre back prepared to fly to England for medical tests as final fee could be in excess of €10m. Personal terms also agreed, @Nilsola10 called.","","https://pbs.twimg.com/media/F4vMEspWAAA3m-C?format=jpg&name=small","12K","818","256"
"2023-08-30T11:18:59.000Z","image","Al Shabab insisting on Yannick Ferreira Carrasco deal since June but Atléti are still waiting for formal proposal 🚨🇸🇦

Atlético have no intention to accept any late bid — quick resolution or deal would collapse.

Carrasco already agreed tedms with Al Shabab.","","https://pbs.twimg.com/media/F4xnfx4WQAA197g?format=jpg&name=small","20K","1.5K","417"
"2023-08-30T11:09:18.000Z","text","Grazie! 😊😊","","","386","8","17"
"2023-08-30T11:07:44.000Z","text","😉👌🏻","","","922","38","63"
"2023-08-30T11:06:52.000Z","image","Hugo Ekitike remains concrete option on Eintracht Frankfurt list, now waiting for developments on Kolo Muani deal 🇫🇷

Brentford have also approached PSG for Ekitike, as  reported. He’s one of the names being considered.","","https://pbs.twimg.com/media/F4xkuKcXYAE3jjI?format=jpg&name=small","14K","858","216"
"2023-08-30T11:02:58.000Z","text","😉","","","841","20","62"
"2023-08-30T10:36:23.000Z","image","EXCLUSIVE: Chelsea add Cole Palmer to list of talented offensive players being considered for final addition! 🚨🔵⭐️ #CFC

Chelsea are set to open talks soon as they see Palmer as best solution.

It remains to be seen Man City position on Palmer but Chelsea really want him.","","https://pbs.twimg.com/media/F4xdvtuXwAA6N2F?format=jpg&name=small","61K","8.9K","3K"
"2023-08-30T10:05:38.000Z","image","EXCLUSIVE: Juventus are set to sign 2004 talented Dutch fullback Livano Comenencia from PSV Eindhoven, here we go! 🚨⚪️⚫️ #Juventus

🇳🇱 Agreement reached on fee close to €3m, medical tests booked for Livano who’s set to join Juventus.","","https://pbs.twimg.com/media/F4xWtiWWUAAOHGY?format=jpg&name=small","18K","1.6K","369"
"2023-08-30T09:42:31.000Z","image","Despite training again at OM today, Mattéo Guendouzi will travel to Rome in the next hours to become new Lazio player. 🔵⚪️ #Lazio

Agreement sealed between clubs and player side, Guendouzi will join Lazio as expected.","","https://pbs.twimg.com/media/F4xRax7XIAAP6J4?format=jpg&name=small","17K","1.1K","299"
"2023-08-30T08:23:54.000Z","image","Understand Nottingham Forest are now closing in on Callum Hudson-Odoi deal. Negotiations moving to final stages with Chelsea 🚨🔴🌳 #NFFC

Talks underway, details to be clarified today but CHO could join Forest soon.","","https://pbs.twimg.com/media/F4w_bLbWMAASauz?format=jpg&name=small","30K","2.8K","789"
"2023-08-30T08:11:36.000Z","image","Crystal Palace are expected to unveil Dean Henderson as new signing today after medical completed 🔴🔵 #CPFC

Manchester United to receive £15m plus £5m add-ons.

🇹🇷 Altay Bayindir, in Manchester set to sign and become his replacement.","","https://pbs.twimg.com/media/F4w8mRbXYAAu_wE?format=jpg&name=small","29K","2.2K","365"
"2023-08-30T08:00:18.000Z","image","Girona are insisting to sign Eric García from Barcelona to replace Santi Bueno. Xavi wants to keep Eric at Barça — but Girona will insist again today. ⚪️🔴

🇺🇾 Santi Bueno will travel to UK soon in order to complete his move in excess of €10m to Wolves.","","https://pbs.twimg.com/media/F4w6Bf_XcAAe4Dc?format=jpg&name=small","22K","1.6K","453"
"2023-08-30T07:55:18.000Z","image","Official, confirmed. Georges Mikautadze has signed for Ajax — contract until 30 June, 2028. ⚪️🔴🇬🇪 #Ajax","","https://pbs.twimg.com/media/F4w44VuWwAAwuMp?format=jpg&name=small","14K","895","280"
"2023-08-30T07:50:19.000Z","image","Genoa have reached an agreement with Tottenham to sign Tanguy Ndombele on loan 🔴🔵 #THFC 

Genoa now working to convince the player.

Spurs want to find solution for Ndombele by Friday but it's up to the player now as Genoa made their best effort.","","https://pbs.twimg.com/media/F4vfA9SW8AAzKC5?format=jpg&name=small","20K","1.7K","633"
"2023-08-30T07:03:00.000Z","image","Understand Tottenham are now in contact with Barça to negotiate for Ansu Fati deal on loan until June 2024. ⚪️🇪🇸 #THFC

Discussions about conditions of the deal but Barça want 100% of the salary covered.

Ansu, also presented to Chelsea as opportunity but no former approach yet.","","https://pbs.twimg.com/media/F4vecBCX0AATWha?format=jpg&name=small","43K","4.8K","1.2K"
"2023-08-30T06:33:00.000Z","image","Nuno Tavares and Murillo will both sign documents as new Nottingham Forest players today 🔴🌳 #NFFC 

Arsenal will receive loan fee close to £2m plus £12m buy option clause not mandatory. €15m package to Corinthians for Murillo plus sell-on clause.

Next one, Nico Dominguez.","","https://pbs.twimg.com/media/F4vd_JHW0AAnUh2?format=jpg&name=small","18K","1.5K","354"
"2023-08-30T06:17:00.000Z","image","Folarin Balogun will officially sign in as new AS Monaco player today. Medical completed on Tuesday 🔴⚪️🇺🇸

Arsenal will receive €40m package add-ons included plus sell-on clause.","","https://pbs.twimg.com/media/F4vdZiPW8AAO0m-?format=jpg&name=small","22K","1.7K","350"
"2023-08-30T06:01:00.000Z","image","Nottingham Forest are closing in on deal to sign Michy Batshuayi from Fenerbahçe as he was already on the list in January 🔴🌳 #NFFC

There are still some details to be sorted with Fenerbahçe.

Fener will sign Alfredo Morelos as free agent.","","https://pbs.twimg.com/media/F4vkhg_WgAEnxS-?format=jpg&name=small","18K","1.5K","535"
"2023-08-30T01:57:12.000Z","text","well done guys","","","440","16","41"
"2023-08-30T01:50:57.000Z","image","Understand Mallorca have asked for the conditions of Rob Holding deal today — negotiations are ongoing 🔴⚪️🇪🇸

Possible solutions in PL remain after Luton Town call on Monday, Mallorca trying to find a way now.","","https://pbs.twimg.com/media/F4vlfOEXIAAOTJD?format=jpg&name=small","17K","1.3K","311"
"2023-08-30T01:40:39.000Z","text","👌🏻🇮🇷","","","676","78","35"
"2023-08-30T01:37:30.000Z","text","l’offerta c’è eccome… 😉✌🏻","","","161","12","14"
"2023-08-29T19:24:11.000Z","image","Official, confirmed. Brighton sign Carlos Baleba on €30m package deal from Lille 🚨🔵 #BHAFC

De Zerbi: “Carlos, very good player. He’s very young but a specific player for our style. He will be the future of the club”.","","https://pbs.twimg.com/media/F4uM9cjXsAADlrS?format=jpg&name=small","21K","1.4K","374"
"2023-08-29T19:19:58.000Z","text","Understand Iván Fresneda has signed his contract as new Sporting player few minutes ago. Deal sealed 🟢🦁🇪🇸

€9m fixed fee, €3m add-ons and 10% sell on clause to Valladolid.","","","19K","1.5K","221"
"2023-08-29T19:09:45.000Z","image","Kolo Muani tells SkyDe : “I hope Eintracht will let me leave and join PSG”. 🚨🔴🔵

“I owe Eintracht a lot. I always gave my best. But it’s no secret that PSG made a record offer for me, I’d like to join them as it’s big opportunity”.

“I hope Eintracht will accept”.","","https://pbs.twimg.com/media/F4uJqGzWEAA9IKn?format=jpg&name=small","42K","2.7K","453"
"2023-08-29T19:04:22.000Z","text","Djed Spence completes medical tests at Leeds United, loan move from Spurs set to be signed. 🟡🔵 #LUFC

Leeds will allow Cody Drameh to leave on loan or permanent transfer. Drameh won’t accept a new deal and the arrival of Djed Spence clears path for his move away.","","","14K","1.1K","203"
"2023-08-29T18:09:27.000Z","image","AC Milan are prepared to approach FC Porto with new bid for Mehdi Taremi — crucial hours ahead 🔴⚫️🇮🇷 #ACMilan

New attempt will be made after decision on Monday to try for Taremi one more time with player keen on potential AC Milan move.","","https://pbs.twimg.com/media/F4t722tX0AIChDz?format=jpg&name=small","20K","1.4K","277"
"2023-08-29T18:04:39.000Z","image","“Benji the Inter fan is coming”, Pavard has just posted while flying to Milano in order to complete the move. ⚫️🔵🛩️","","https://pbs.twimg.com/media/F4t6wo4XYAAhClr?format=jpg&name=small","32K","1.8K","351"
"2023-08-29T18:03:22.000Z","image","Official, confirmed. Jorge Sánchez joins FC Porto on loan deal from Ajax with €4m buy option clause 🔵🐉

…it will become mandatory after 20 appearances. 🇲🇽","","https://pbs.twimg.com/media/F4t6dZuXUAAl4nF?format=jpg&name=small","19K","988","162"
"2023-08-29T18:01:24.000Z","image","Eric Dier, not called up with Spurs squad for tonight’s game vs Fulham ⚪️⛔️","","https://pbs.twimg.com/media/F4t6AzMXYAIGkbA?format=jpg&name=small","24K","1K","342"
"2023-08-29T17:50:46.000Z","text","salary covered by Forest, official on Wednesday 👌🏻","","","1.2K","91","35"
"2023-08-29T17:40:26.000Z","image","Understand Manchester United have reached an agreement in principle with Cucurella on personal terms. Green light arrived on player side. 🚨🔴 #MUFC

Man United won’t negotiate for any other left back now — as they want to get Cucurella deal done with Chelsea ASAP.","","https://pbs.twimg.com/media/F4t1N1wXgAAFggh?format=jpg&name=small","69K","9.2K","2.3K"
"2023-08-29T17:33:01.000Z","video","Roma fans welcoming Romelu Lukaku at the airport — landed in Rome after flight driven by club owner Dan Friedkin 🟡🔴

Loan deal from Chelsea will be formally completed and signed on Wednesday.","blob:https://twitter.com/e49be0a1-316c-4334-a236-e62127c70d7c","https://pbs.twimg.com/amplify_video_thumb/1696576635032530944/img/0oBPQL8lbc1VrcJt.jpg","45K","5.1K","1.5K"
"2023-08-29T17:04:41.000Z","image","Nuno Tavares to Nottingham Forest, here we go! Deal agreed with Arsenal on loan until June 2024 🚨🔴🌳 #NFFC

Understand loan fee will be bit higher than £1m plus £12m buy option.

Medical tests being completed today, new left back for Forest + Murillo deal done since Friday.","","https://pbs.twimg.com/media/F4ttCNRXcAEO0Sx?format=jpg&name=small","41K","4.5K","696"
"2023-08-29T16:03:24.000Z","image","Manchester United will not advance on any other left back until they’re in talks for Marc Cucurella. Club confident to reach agreement with Chelsea 🔴🇪🇸

Loan fee offered in excess of £2m not enough yet but United will insist in the next hours.","","https://pbs.twimg.com/media/F4tfAUSW4AAZ9e5?format=jpg&name=small","56K","4.2K","1K"
"2023-08-29T15:54:15.000Z","text","✍🏻✍🏻","","","171","5","11"
"2023-08-29T15:51:08.000Z","text","Carlos Baleba has just signed Brighton contract valid until June 2028, option until June 2029. 🔵✍🏻 #BHAFC

€27m plus €3m deal sealed with Lille and player side.

Here we go, confirmed.","","","11K","794","203"
"2023-08-29T15:49:03.000Z","image","Manchester United opening bid sent to Chelsea for Marc Cucurella after talks revelaed two days ago 🚨🔴 #MUFC

Understand loan fee offered in excess of £2m; Chelsea want more, talks ongoing to make it happen.

Cucurella, open to joining United since Saturday. Deal on 🔛 ","","https://pbs.twimg.com/media/F4tbt5SWgAAkHMk?format=jpg&name=small","38K","3.9K","1.1K"
"2023-08-29T15:45:12.000Z","image","Negotiations continue between Man United and Chelsea for Marc Cucurella. More to follow. 🚨🔴 #MUFCEXCL: Manchester United made contact with Chelsea to ask about conditions of Marc Cucurella deal on potential loan — no bid or concrete talks yet 🚨🔴🇪🇸

United looking for LB opportunity but not too expensive — there are three candidates in the list. No decision made yet.","","https://pbs.twimg.com/media/F4e8kpCWMAAZKeY?format=jpg&name=small","22K","1.9K","634"
"2023-08-29T15:40:55.000Z","text","Romelu Lukaku has just landed in Rome in order to sign in as new AS Roma player on Wednesday. 🟡🔴🛬","","","24K","1.4K","423"
"2023-08-29T15:36:07.000Z","image","Aston Villa and Barcelona in talks over Clement Lenglet deal, as revealed earlier today — negotiations on. 🟣🔵🔛EXCL: Aston Villa weighing up a move for Clement Lenglet as option on the table for the final days of the window 🟣🔵

There are multiple options available but Barcelona aware of Aston Villa interest, waiting for developments.

In any case, Barça feel sure that CL will leave.","","https://pbs.twimg.com/media/F4slcJvWMAENhAE?format=jpg&name=small","18K","1.4K","376"
"2023-08-29T15:25:22.000Z","image","Excl: Manchester City are on verge of agreeing deal to sign former West Ham centre back Jamal Baptiste, born in 2003 — here we go 🔵✨ #MCFC

Baptiste will join on free transfer, been told medical and contract signing soon.

City project’s to develop best youngsters in Europe.","","https://pbs.twimg.com/media/F4tWTMRW8AAQho4?format=jpg&name=small","29K","1.9K","439"
"2023-08-29T15:13:34.000Z","image","Nottingham Forest, close to reaching an agreement for Nuno Tavares! Loan deal discussed with Arsenal after new round of talks 🚨🌳 #NFFC

It could be completed in 24h and it will include an option to buy clause.

Told Nuno already said yes after interest revealed two weeks ago.","","https://pbs.twimg.com/media/F4tTmb9bAAAZMYM?format=jpg&name=small","26K","2.1K","366"
"2023-08-29T14:54:40.000Z","image","Barcelona are closing in on deal to sign 2004 born striker Petterson Novaes from Flamengo — he’ll join Academy sides, as  called 🔵🔴🇧🇷

Agreement on the verge of being sealed on €3m fee.","","https://pbs.twimg.com/media/F4tPRZ3boAE-O8D?format=jpg&name=small","42K","2.7K","694"
