"Date","Post Type","Content","Video Thumbnail","Image","Like","Retweet","Reply"
"2023-07-26T22:25:34.000Z","image","Lautaro Martínez: “Lukaku saga? I was disappointed by Romelu, it's the truth. I tried to call him in those days of chaos, but he never answered me, the same he did with my other teammates”. 🚨⚠️

“I was disappointed. But ok, well, it’s his choice”, told Gazzetta.","","https://pbs.twimg.com/media/F1_wbCpWIAAPZFr?format=jpg&name=small","103K","7.7K","1K"
"2023-07-26T22:16:46.000Z","text","👍","","","939","111","88"
"2023-07-26T22:15:56.000Z","text","probably you’re sleeping my friend","","","103","11","27"
"2023-07-26T21:51:21.000Z","text","Fenerbahçe and Olympique Marseille, in direct contact to negotiate final crucial details of Cengiz Ünder deal. 🟡🔵

Talks advancing over permanent move.","","","29K","1.5K","508"
"2023-07-26T20:20:45.000Z","image","Paris Saint-Germain want more than €30m fee as condition to give the final green light and let Marco Verratti leave to Saudi. 🔵🔴 #PSG

Negotiations are ongoing. 🇸🇦","","https://pbs.twimg.com/media/F1_T2yHWIAMez_H?format=jpg&name=small","34K","2.4K","709"
"2023-07-26T17:38:35.000Z","image","“It’s hard to put these last 12 years into words, it’s even harder to say goodbye. I will always be a Red. Until the day I die”.

“Thank you. You’ll never walk alone”.

🔴 Jordan Henderson says goodbye to Liverpool fans as he’s joining Al Ettifaq.","","https://pbs.twimg.com/media/F1-uvONWAAQw9ME?format=jpg&name=small","53K","4.3K","703"
"2023-07-26T17:34:26.000Z","image","Dayot Upamecano: “I didn't think for a second about leaving FC Bayern. I will fight for my place”, told BILD. 🔴🔒","","https://pbs.twimg.com/media/F1-txqFWAAYclb6?format=jpg&name=small","37K","1.4K","291"
"2023-07-26T16:57:42.000Z","image","Official, confirmed. Isco ✖️ Betis 🟢⚪️","","https://pbs.twimg.com/media/F1-lYfFWAA4Q9ul?format=jpg&name=small","50K","2.4K","237"
"2023-07-26T16:53:03.000Z","text","Deal on. Always said. ✌🏻","","","51","3","1"
"2023-07-26T16:25:39.000Z","image","EXCL: Manchester City have reached an agreement with Nathan Aké, it’s done — set to be sealed in the next days 🔵🔒

After talks progressing earlier this week, verbal agreement reached today. New long term deal in place with salary to be increased.

Here we go 🇳🇱","","https://pbs.twimg.com/media/F1-eC5PWYAAGNPi?format=jpg&name=small","44K","2.5K","324"
"2023-07-26T15:41:55.000Z","image","Isco to Betis, here we go! Agreement in place for one year deal, wanted by the manager Manuel Pellegrini 🟢🇪🇸

Isco was available as free agent — he has just completed main part of medical tests as new Betis player.","","https://pbs.twimg.com/media/F1-UCSDXwAEaTdA?format=jpg&name=small","128K","10K","1.1K"
"2023-07-26T15:28:39.000Z","image","Real Betis are actively working to sign Isco as free agent. It’s concrete chance — negotiations are ongoing. 🚨🟢🇪🇸

Key man behind the deal: Betis coach Manuel Pellegrini, he wants Isco at the club.","","https://pbs.twimg.com/media/F1-Q_9uXsAEgATx?format=jpg&name=small","23K","1.2K","165"
"2023-07-26T15:24:21.000Z","text","Jordan Henderson, already training with Al Ettifaq 🟢🇸🇦 ","","","20K","1.7K","319"
"2023-07-26T15:18:33.000Z","image","Fulham are closing in on Calvin Bassey deal — medical has been booked, deal in place for €21m. He’s always been the fav option over Salisu as new left footed CB 🚨⚪️⚫️ #FulhamFC

Final details being sorted and then… here we go confirmed.","","https://pbs.twimg.com/media/F1-Orm7XsAIg108?format=jpg&name=small","19K","1.2K","183"
"2023-07-26T15:17:58.000Z","text","⚪️⚫️⏳ #FulhamFCCalvin Bassey remains Fulham priority as new left footed centre back after the agreement reached with Ajax on Friday.

Expectation is for only one deal to be done between Bassey and Salisu… and Bassey is the fav option. ⚪️⚫️⤵️ twitter.com/FabrizioRomano…","","","7.2K","328","80"
"2023-07-26T14:22:43.000Z","text","Here we go 👀🇮🇹🇦🇷","","","2.1K","29","33"
"2023-07-26T13:53:17.000Z","image","Understand Manchester United sent 1st verbal proposal to Atalanta for Rasmus Højlund for €60m package 🚨🔴

Bid structure is €50m fixed fee plus €10m add-ons.

Atalanta always wanted at least €70m fee.

🇫🇷 PSG keep insisting with Højlund’s camp — Man Utd already agreed terms.","","https://pbs.twimg.com/media/F197KYqXgAECYaC?format=jpg&name=small","102K","10K","1.8K"
"2023-07-26T13:40:08.000Z","image","Diego Simeone on João Félix: “The most important thing is that none of us who are inside the team is more important than Atlético de Madrid”. ⚪️🔴🇵🇹

“Atleti is much more important than all of us”.","","https://pbs.twimg.com/media/F194J6tWcAII8fb?format=jpg&name=small","53K","2.6K","301"
"2023-07-26T13:27:29.000Z","image","Rico Lewis new deal, agreed since May and expected to be signed soon 🔵✔️Understand Manchester City are closing in on new long term deal for Rico Lewis — agreement set to be completed. 🚨🔵 #MCFC

Talks had already been advanced for months and now it’s about final details. Pep, big fan of Rico and his potential.

He’s staying at City. Here we go.","","https://pbs.twimg.com/media/FwuMHuqXgAIoeH4?format=jpg&name=small","24K","1.2K","124"
"2023-07-26T10:08:03.000Z","image","Jordan Henderson, new Al Ettifaq player as contracts are being signed right now.

Henderson is in Croatia @ Al Ettifaq’s camp to complete his move on three year deal.

It’s the end of an era at #LFC after 492 apps, 39 goals, 74 assists, 8 trophies.

Official soon 🟢🇸🇦","","https://pbs.twimg.com/media/F19HnftXwAAmu_F?format=jpg&name=small","58K","6K","1K"
"2023-07-26T10:03:27.000Z","image","🟢🔒🇸🇦 #AlEttifaqEXCLUSIVE: Liverpool and Al Ettifaq just reached an agreement in principle on fee for Jordan Henderson — here we go! 🚨🔴🇸🇦

Henderson already agreed three year deal last week, documents to be checked then time to sign and move to Saudi.

Steven Gerrard, waiting for JH.","","https://pbs.twimg.com/media/F1ad_NsXgAEr5Bd?format=jpg&name=small","16K","867","216"
"2023-07-26T09:25:36.000Z","image","Bayern president Hainer confirms: “Yes, Bayern is informed about Sadio Mane agent in talks with Al Nassr” 🚨🔴🇸🇦

“That's good style. But as far as I know, these are the first talks. We'll have to wait and see what happens”.","","https://pbs.twimg.com/media/F1895syXwAAZIWb?format=jpg&name=small","35K","2.1K","251"
"2023-07-26T08:05:00.000Z","image","Liverpool are prepared to return with new approach to Southampton for Roméo Lavia. Saints made clear they want £50m package after initial contact on Tuesday, talks on player side taking place for weeks 🔴🇧🇪

No issues on personal terms. Lavia, open to joining Liverpool.","","https://pbs.twimg.com/media/F17jmO9XoAUYuoO?format=jpg&name=small","33K","2.5K","331"
"2023-07-26T07:33:00.000Z","image","Mauricio Pochettino on Kylian Mbappé and Chelsea recent links: "We are working on our reality, our reality is different". 🔵⛔️ #CFC

"From my side, nothing to say. I just hope they find a solution for both sides. I love PSG, I was a player and coach there... and I love Kylian".","","https://pbs.twimg.com/media/F17i0CnXoAA-dQF?format=jpg&name=small","83K","4.1K","423"
"2023-07-26T07:10:00.000Z","image","Fenerbahçe and Olympique Marseille remain in contact over Cengiz Ünder deal. OM, open to selling Cengiz but for important proposal. 🟡🔵🇹🇷

🇨🇱 Told rumours of Alexis Sanchez joining Nottingham Forest are wide of mark. No talks ongoing.","","https://pbs.twimg.com/media/F17iKsWXoAAVE5Y?format=jpg&name=small","30K","1.4K","198"
"2023-07-26T06:42:00.000Z","image","AC Milan will complete Samuel Chukwueze deal today; it's done since Monday for €20m fee plus €8m add-ons to Villarreal. 🔴⚫️

Chukwueze will land in Milano around 1pm today.

🟡 Italian CB Matteo Gabbia will join Villarreal on loan from AC Milan in separate deal.","","https://pbs.twimg.com/media/F17gtHnWEAAt-4W?format=jpg&name=small","35K","2.7K","280"
"2023-07-26T06:10:00.000Z","image","Southampton coach Martin on Roméo Lavia playing despite Liverpool in talks to sign him: "He has a lot going on in his head... not easy for a young player to handle the noise, but he’s handled it well". 🔴 #LFC

"Latest news is very public, he may still be here he may not".","","https://pbs.twimg.com/media/F17f1_wWcAAPk1N?format=jpg&name=small","19K","1.1K","87"
"2023-07-26T06:02:00.000Z","image","Leeds United are closing in on Karl Darlow deal as the verbal agreement is in place with Newcastle, waiting to clarify on final details. Almost there ⚪️ #LUFC

🟡⚫️ Jamal Lewis will leave #NUFC to join Watford on loan.

🍒🇷🇴 Andrei Radu will undergo medical at Bournemouth today.","","https://pbs.twimg.com/media/F17fQSLWAAAei-f?format=jpg&name=small","14K","1K","79"
"2023-07-26T05:26:00.000Z","image","Sebastian Nanasi could be next talent to watch on the market this summer from Malmö. Several clubs are now tracking 2002 born midfielder as potential future gem ✨🇸🇪

Talks will take place to discuss his future soon.","","https://pbs.twimg.com/media/F17efUFWAAARrtW?format=jpg&name=small","14K","781","144"
"2023-07-25T22:07:12.000Z","image","Yunus Musah decision is very clear: be only wants to join AC Milan. ⚫️🔴🇺🇸

Agreement on personal terms reached one month ago, very clear message to Valencia: he wants Milan at all costs.

Valencia, still not accepting Milan bids but player will push again and again.","","https://pbs.twimg.com/media/F16iobqWEAEv4WJ?format=jpg&name=small","25K","1.9K","249"
"2023-07-25T21:35:29.000Z","text","✅✌🏻","","","891","26","25"
"2023-07-25T21:35:18.000Z","image","Official, confirmed. Raúl Jiménez signs as new Fulham player on £5.5m from Wolves. ⚪️⚫️🇲🇽

The striker has agreed a contract until the summer of 2025, with a club option to extend by a further 12 months.","","https://pbs.twimg.com/media/F16bVC0WIAAqGSo?format=jpg&name=small","47K","2.7K","249"
"2023-07-25T21:01:03.000Z","text","Igor has completed medical tests as new Brighton player. ✅🔵 #BHAFC","","","17K","919","239"
"2023-07-25T20:45:19.000Z","image","Lazio are in advanced talks to sign Djibril Sow from Eintracht Frankfurt. Club hope to get it done by the end of the week for more than €15m package add ons included. 🔵 #SerieA

Negotiations will continue to get it sealed.","","https://pbs.twimg.com/media/F16P4vQWYAc3lsj?format=jpg&name=small","15K","891","129"
"2023-07-25T19:18:35.000Z","image","Alexander Sørloth ✖️ Villarreal on €10m fee, add ons included 🟡✨🇳🇴","","https://pbs.twimg.com/media/F158CY8WYAAFvYV?format=jpg&name=small","42K","1.6K","268"
"2023-07-25T19:08:02.000Z","image","Official: Alexander Sørloth joins Villarreal from Real Sociedad, done deal 🟡🇳🇴","","https://pbs.twimg.com/media/F155nxmWAAMg-NX?format=jpg&name=360x360,https://pbs.twimg.com/media/F155nxpXsAIuZJy?format=jpg&name=360x360","61K","2.4K","388"
"2023-07-25T18:47:29.000Z","image","Volendam and Newcastle are closing in on loan deal for Garang Kuol. Australian talent will join Dutch side soon. 🟠🇦🇺

Volendam are working to book medical tests this week if all goes to plan.","","https://pbs.twimg.com/media/F1506uYWYAwiAr5?format=jpg&name=small","21K","1K","164"
"2023-07-25T18:20:51.000Z","image","Official, completed. Jeremy Sarmiento has joined WBA on loan from Brighton — deal valid until June 2024. 🇪🇨 #WBA","","https://pbs.twimg.com/media/F15u0hkWABoiIGe?format=jpg&name=small","23K","1.3K","194"
"2023-07-25T18:19:52.000Z","image","After Moussa Dembélé as free agent from OL, Saudi side Al Ettifaq have just completed also Jack Hendry deal with Club Brugge 🟢🇸🇦

Medical done, paperwork signed for both Hendry and Dembélé — joining Steven Gerrard’s team.

Next one: Jordan Henderson, coming very soon.","","https://pbs.twimg.com/media/F15umSdWAA88TmL?format=jpg&name=small","21K","1.1K","139"
"2023-07-25T18:02:42.000Z","image","EXCL: AS Monaco have submitted first bid to sign Denis Zakaria from Juventus. He’s among priority targets for the club as Adi Hütter knows him well ⚪️🔴

Zakaria will now assess options. 

Many clubs want him — West Ham also negotiated with Juventus to sign him. Up to the player.","","https://pbs.twimg.com/media/F15qquNXsAAU4Gx?format=jpg&name=small","25K","1.8K","242"
"2023-07-25T17:41:13.000Z","image","Jeremie Boga, on the verge of signing as new OGC Nice player from Atalanta — medical tests being completed 🔴⚫️

€18m deal with add-ons was agreed yesterday and now set to be sealed.","","https://pbs.twimg.com/media/F15lwB1XoAAR659?format=jpg&name=small","16K","900","93"
"2023-07-25T17:13:24.000Z","image","Former OL striker Moussa Dembélé has just signed 4 year deal at Al Ettifaq — he was Gerrard and the club target as new striker 🟢🇸🇦

Moussa will travel to Croatia to meet with the squad in the training camp within the next 24 hours.","","https://pbs.twimg.com/media/F15fYi-XsA0ZHky?format=jpg&name=small","20K","1.2K","160"
"2023-07-25T13:27:08.000Z","image","Barcelona are planning to announce and unveil Alejandro Balde’s new deal once they return from pre season tour 🔵🔴

Documents are already signed for new contract valid until June 2028.","","https://pbs.twimg.com/media/F14rmLrWIAEYWqz?format=jpg&name=small","69K","3.5K","340"
"2023-07-25T12:33:47.000Z","image","Official: Alexander Nübel joins Stuttgart on loan deal from FC Bayern ⚪️🔴","","https://pbs.twimg.com/media/F14fYeEXgAAbgWn?format=jpg&name=small","14K","689","113"
"2023-07-25T12:28:31.000Z","image","Understand Liverpool have approached Southampton for Roméo Lavia — talks on player side have been ongoing for more than one month. 🔴

Jason Wilcox is leading talks now for Southampton and insists on £50m package deal.

Lavia remains one of the top candidates in #LFC list.","","https://pbs.twimg.com/media/F14eLYlX0AcPU4R?format=jpg&name=small","38K","3.2K","502"
"2023-07-25T12:14:44.000Z","image","Fenerbahçe have contacted Olympique Marseille for Cengiz Ünder. Talks now ongoing about formula and conditions of the deal. 🟡🔵🇹🇷 #Fenerbahçe

OM are prepared to let Ünder leave this summer if their conditions will be matched.","","https://pbs.twimg.com/media/F14bBmwWIAIeD6M?format=jpg&name=small","39K","2.2K","649"
"2023-07-25T12:08:43.000Z","image","Karl Darlow, now expected to join Leeds United from Newcastle as Bournemouth will go for Andrei Radu. ⚪️ #LUFCExcl: Bournemouth have completed the agreement to sign Andrei Radu as new goalkeeper from Inter, here we go 🍒🇷🇴

Romanian GK joins on loan with option to buy clause not mandatory.

Radu will undergo medical tests as new Bournemouth player on Wednesday.","","https://pbs.twimg.com/media/F14RWgnXsAET8Pc?format=jpg&name=small","11K","968","120"
"2023-07-25T11:47:26.000Z","image","Bayern president Hainer: “I think that here in Bundesliga we don’t have many international stars anymore. Bayern always try to bring stars”. 🔴🏴󠁧󠁢󠁥󠁮󠁧󠁿

“Harry Kane is a highly attractive player, England captain & top scorer. He would do us and the Bundesliga good”, via .","","https://pbs.twimg.com/media/F14Uxg4WIAEjK72?format=jpg&name=small","51K","2.6K","422"
"2023-07-25T11:32:28.000Z","image","Excl: Bournemouth have completed the agreement to sign Andrei Radu as new goalkeeper from Inter, here we go 🍒🇷🇴

Romanian GK joins on loan with option to buy clause not mandatory.

Radu will undergo medical tests as new Bournemouth player on Wednesday.","","https://pbs.twimg.com/media/F14RWgnXsAET8Pc?format=jpg&name=small","14K","1.2K","202"
"2023-07-25T11:21:03.000Z","image","Excl: Real Sociedad are set to sign 20 year striker Bryan Fiabema, available on free transfer after decision to part ways with Chelsea ⚪️🔵🤝🏻

Fiabema left Chelsea academy for new opportunity, moving to Spain after Tudor Mendel to Anderlecht and Henry Lawrence to Standard Liége.","","https://pbs.twimg.com/media/F14OvWDXwAABtIa?format=jpg&name=small","17K","1.3K","179"
"2023-07-25T10:41:59.000Z","image","Westerlo are set to sign Adedire Mebude on permanent deal from Man City 🔵✨

Belgian club win race despite AZ interest as agreement has been reached.

Man City will have buy back clause as always, as reported yesterday ⤵️Excl: Man City have received bids from AZ Alkmaar and Westerlo for talented 2004 Scottish winger Adedire Mebude on permanent transfer 🚨🔵✨

Decision will be made in the next days — of course City would keep buy back clause as always for young talents.","","https://pbs.twimg.com/media/F10AE38XoAAGvdf?format=jpg&name=small","8.8K","568","71"
"2023-07-25T10:30:22.000Z","image","Understand Sadio Mane’s agent Björn Bezemer from ROOF agency will travel to Japan this week — negotiations with Al Nassr will become more concrete 🚨🟡🔵🇸🇦

Mané gave initial green light to discuss last week.

All parties will now start negotiating numbers of the potential deal.","","https://pbs.twimg.com/media/F14DIz-XgAAoLtD?format=jpg&name=small","52K","3.8K","533"
"2023-07-25T10:19:51.000Z","image","Understand Bayern have started talks to explore David Raya deal. He’s one of the options in the list as new GK 🚨🔴🇪🇸

Brentford always wanted around £40m fee for Raya, not an easy deal — Bayern are showing interest.

Sommer remains Inter priority as new GK; not Dibu Martínez.","","https://pbs.twimg.com/media/F14AunBWYAABFOK?format=jpg&name=360x360,https://pbs.twimg.com/media/F14AunFWEAAlI4L?format=jpg&name=360x360","30K","1.9K","184"
"2023-07-25T08:54:17.000Z","image","🟣⭐️🇧🇪 #AnderlechtExcl: Anderlecht are now trying to hijack Barcelona move to sign former Chelsea talent Tudor Mendel 🚨🟣 #transfers

Barça verbally agreed personal terms with Mendel to sign him as free agent for U21 team but Anderlecht making last minute attempt.","","https://pbs.twimg.com/media/F1qmOFvWAAAIT_b?format=jpg&name=small","7.9K","433","109"
"2023-07-25T08:44:15.000Z","image","Atalanta, working to get El Bilal Touré deal signed today after agreement on Monday night ⚫️🔵🇲🇱 #AtalantaAtalanta are closing El Bilal Touré deal — to be signed on Tuesday… here we go soon 🇲🇱

More details after late night bid.
◉ €28m fixed fee, €3m add ons.
◉ 15% sell-on clause to Almería.
◉ Long term deal agreed.
◉ Medical this week.

⚫️🔵 It’s club record fee for Atalanta.","","https://pbs.twimg.com/media/F11lP_3WYAQ-eIJ?format=jpg&name=small","10K","668","199"
"2023-07-25T08:41:01.000Z","image","Joshua Kimmich on transfer rumours: “I'm very certain that I will stay here at Bayern”. 🔴🔒 #FCBayern

“I will play the coming season at FC Bayern. I have no other plans”.","","https://pbs.twimg.com/media/F13qGyyX0AAFFa-?format=jpg&name=small","58K","2.4K","311"
"2023-07-25T07:12:27.000Z","image","Chelsea have rejected West Ham first bid for Conor Gallagher around £40m with add-ons. 🚨🔵⛔️

After discussing internally and also with Mauricio Pochettino, Chelsea decided to reject.

West Ham remain interested but #CFC want at least £50m to sell Conor.","","https://pbs.twimg.com/media/F13VxgzWEAIsQuy?format=jpg&name=small","60K","6.3K","2.2K"
"2023-07-25T06:55:04.000Z","image","Tottenham and Spartak Moscow agreed on €12m plus add ons fee for Davinson Sánchez ⚪️ #THFC

Deal depends on the player, Spurs are still waiting for his final decision.Spartak Moscow have submitted €12m bid for Davinson Sánchez. Talks are at advanced stages with Tottenham ⚪️🔴

Deal still under discussion but Russian side optimistic, as @PSierraR reported.","","https://pbs.twimg.com/media/F1zYVAsWcAEZWXS?format=jpg&name=small","12K","979","245"
"2023-07-25T06:46:22.000Z","image","Manchester City are close to reaching an agreement with Nathan Aké over new long term deal. Talks are advanced — understand it’s just matter of time to get it done 🔵🇳🇱 #MCFC

Salary will be significantly improved, as Telegraaf reported.","","https://pbs.twimg.com/media/F13P262WAAEE6n4?format=jpg&name=small","45K","2.4K","201"
"2023-07-25T06:25:53.000Z","image","Erik ten Hag when asked on progress in getting new striker: “We make progress, yeah, but you know how it works” 🔴

“We’ll do everything in our power to get it done. We need as soon as possible. Ideally he’d be here but it’s not always possible to make it happen”.","","https://pbs.twimg.com/media/F13I0iNXoAAg1W2?format=jpg&name=small","29K","2.1K","280"
"2023-07-25T05:54:44.000Z","image","Erik ten Hag on Kylian Mbappé potential deal available on loan: “We never speak about players under contract”. 🔴🇫🇷","","https://pbs.twimg.com/media/F13EDC3WIAEtMQ0?format=jpg&name=small","74K","3.7K","622"
"2023-07-25T05:27:22.000Z","image","Cuti Romero: “When I got offers from other clubs to leave for this summer, I said no because I want to have my best years here at Spurs”. ⚪️🇦🇷 #THFC

“I really like the Premier League, I really like Tottenham and I want to be here for many more years to come.”","","https://pbs.twimg.com/media/F129yPeXwAEB7WG?format=jpg&name=small","34K","2.1K","520"
"2023-07-25T04:41:13.000Z","image","Mallorca will increase their bid to €7m fixed fee + add ons to sign Cyle Larin in the next days. 🔴🇨🇦

Player wants to continue in La Liga — incredible transfer for Valladolid after paying just €1.5m to Club Brugge.","","https://pbs.twimg.com/media/F12zODLXwAEcvRq?format=jpg&name=small","14K","856","145"
"2023-07-24T21:19:19.000Z","image","Manchester Utd have Sofyan Amrabat in their list as reported in June — no news on deal being closed. 🔴🇲🇦

No official bid sent yet as deal will not be closed this week.

Priority new striker — then outgoings as can confirm again that Fred will leave. 

…then, midfielder talks.","","https://pbs.twimg.com/media/F11OFJzWIAMtRuX?format=jpg&name=small","55K","4.3K","710"
"2023-07-24T21:09:50.000Z","image","West Ham have submitted official bid for Conor Gallagher. Proposal in the region of £40m. 🚨⚒️ #WHUFC

Chelsea have not sent official answer yet as discussions will take place in the next hours/days.","","https://pbs.twimg.com/media/F11L6KKWYAQplhn?format=jpg&name=small","64K","7K","2K"
"2023-07-24T21:08:04.000Z","image","⤵️👀 #WHUFCUnderstand Conor Gallagher is currently not involved in negotiations for Moisés Caicedo deal 🔵 #CFC

Brighton have another priority target for midfield.

West Ham and Newcastle are showing interest in Gallagher — but #NUFC and Tottenham have James Maddison as priority target.","","https://pbs.twimg.com/media/Fy5qaOkWwAIIyVA?format=jpg&name=small","12K","814","255"
"2023-07-24T21:06:11.000Z","text","it’s still the same bro, nothing confirmed","","","1.3K","66","89"
"2023-07-24T21:02:46.000Z","image","⤵️🇲🇦 #MUFCManchester United have Sofyan Amrabat included into their defensive midfielder list, but nothing imminent and no bid has been sent. 🔴🇲🇦 #MUFC

Man Utd next priority is new striker with Højlund talks on.

New midfielder depends on outgoings [especially on Fred and Van de Beek].","","https://pbs.twimg.com/media/F1PzhJRWcAAuzqT?format=jpg&name=small","37K","3.5K","1.1K"
"2023-07-24T20:15:11.000Z","image","Samuel Chukwueze to AC Milan, here we go! Documents are being exchanged and checked between AC Milan and Villarreal 🚨🔴⚫️ #ACMilan

Chukwueze will sign the contract this week — valid until June 2028.

Fee around €20m plus €8m add ons.

Medical booked later this week.","","https://pbs.twimg.com/media/F10_Zn-WwAAGQOr?format=jpg&name=small","109K","15K","2K"
"2023-07-24T19:53:56.000Z","image","Wilfried Zaha ✖️ Galatasaray, official and confirmed 🟡🔴

“I saw how big a club Galatasaray is… I spoke to friends before I came and Didier Drogba told me: go to Gala” 🇹🇷","","https://pbs.twimg.com/media/F106iWCWYAA0Zw6?format=jpg&name=small","125K","7.8K","1.1K"
"2023-07-24T19:26:23.000Z","image","Here we go? 😵‍💫🏀🇸🇦Al Hilal you can take me. I look like Kylian Mbappe 😂😂👀","","https://pbs.twimg.com/media/F10rS33WwAAJOQo?format=jpg&name=small","265K","15K","2.8K"
"2023-07-24T19:10:23.000Z","image","Al Ettifaq reach verbal agreement to sign Moussa Dembélé as free agent — deal to be sealed soon, here we go 🟢🇸🇦

Understand contract will be valid until June 2027. Medical booked, it will be in Europe.

Right after deal will be done for former OL striker to join Gerrard’s team.","","https://pbs.twimg.com/media/F10wkUgWwAAnKyM?format=jpg&name=small","24K","1.7K","282"
"2023-07-24T19:10:08.000Z","image","🟢🇸🇦🏁 #AlEttifaqEXCL: Saudi side Al Ettifaq approached Moussa Dembele as former OL striker is now available as free agent 🇸🇦🇫🇷

Contacts ongoint with his agent Mamadi Fofana.

Main focus, Jordan Henderson deal — Dembele, option as striker.

Player considering opportunities in Saudi and Europe.","","https://pbs.twimg.com/media/F07jTSEXoAAW9-R?format=jpg&name=small","8.8K","433","77"
"2023-07-24T15:31:23.000Z","image","Excl: English fullback Henry Lawrence is set to sign as new Standard Liége player on free transfer after leaving Chelsea 🏴󠁧󠁢󠁥󠁮󠁧󠁿

Deal agreed and set to be sealed for the 2001 born talented RB to try new experience in Belgium.","","https://pbs.twimg.com/media/F1z-ceOX0AAmYyG?format=jpg&name=small","12K","803","105"
"2023-07-24T15:27:07.000Z","image","Turor Mendel and Anderlecht hijack — it remains one to watch 🟣 #AnderlechtExcl: Anderlecht are now trying to hijack Barcelona move to sign former Chelsea talent Tudor Mendel 🚨🟣 #transfers

Barça verbally agreed personal terms with Mendel to sign him as free agent for U21 team but Anderlecht making last minute attempt.","","https://pbs.twimg.com/media/F1qmOFvWAAAIT_b?format=jpg&name=small","9.5K","588","99"
"2023-07-24T15:22:38.000Z","image","Understand Al Ahli are considering two options as new coach: Lucien Favre and RB Salzburg coach Matthias Jaissle —both in list after Marco Silva’s decision to reject 🟢🇸🇦

Jaissle has already rejected Al Shabab approach this summer.","","https://pbs.twimg.com/media/F1z8bjTX0AAmwyU?format=jpg&name=360x360,https://pbs.twimg.com/media/F1z8bjYWYAAjQ44?format=jpg&name=360x360","21K","1.5K","211"
"2023-07-24T14:17:16.000Z","text","Manchester United are not negotiating for Harry Kane or Kylian Mbappé at this stage, despite reports. ⚠️🔴 #MUFC

Focus remains on Rasmus Højlund deal with official bid expected soon.

Other name considered was Kolo-Muani but Man Utd will push again for Højlund this week. ⤵️🇩🇰Manchester United remain focused on Rasmus Højlund as new striker at this stage — despite recent stories around Harry Kane. 🔴🇩🇰 #MUFC

Opening bid for Højlund, coming soon after personal terms agreed.","","","31K","3.4K","723"
"2023-07-24T14:14:21.000Z","image","No changes on Merih Demiral situation: he’s prepared to leave Atalanta but only for top clubs. ⚠️🇹🇷Merih Demiral, not part of Atalanta main squad for pre season as there’s serious chance to leave this summer. 🇹🇷

He’s open to new experience but only wants a top club as next step.

Inter remain interested but now busy with different priorities.","","https://pbs.twimg.com/media/F1KZny6XsAQ5qzI?format=jpg&name=small","11K","619","178"
"2023-07-24T14:05:44.000Z","video","Marcel Sabitzer ✖️ BVB. 🟡⚫️

🎥 ","blob:https://twitter.com/71d48a5a-776b-4a32-a042-d11547b15b7f","","48K","1.8K","238"
"2023-07-24T13:46:53.000Z","image","Official: Sergio Canales has signed with Rayados from Real Betis 🇪🇸🇲🇽

Betis will receive €10m fixed fee plus €7m add-ons package.","","https://pbs.twimg.com/media/F1zmhvXXwAcZUyC?format=jpg&name=small","37K","2.9K","299"
"2023-07-24T13:19:57.000Z","image","✅🟢✔️ #RealBetisTalented 2003 centre back Chadi Riad will join Betis from Barcelona 🟢🇲🇦

Exclusive details:
◉ Betis sign Riad on permanent deal. 
◉ Barcelona will receive €2.5m fee.
◉ 50% sell on clause for Barcelona.

🔵🔴 Barça will have buy back clause to bring Riad back in future.","","https://pbs.twimg.com/media/F1waBLHWcAAKZ0Q?format=jpg&name=small","10K","486","74"
"2023-07-24T13:18:36.000Z","text","fue buena info parece 🤙🏽😀","","","367","8","12"
"2023-07-24T12:53:03.000Z","text","still waiting on player side…","","","1.9K","43","55"
"2023-07-24T12:51:35.000Z","image","◉ Man United working on Højlund, not on Kane at this stage.

🚨 Bayern will send new bid for Kane.

◉ PSG will accept €300m bid, no doubts.

◉ No talks with Al Hilal-Mbappé yet but permission given.

◉ PSG still feel Real Madrid agreed with KM.

🎥 ","","https://pbs.twimg.com/media/F1zZ3rmXoAAgjk4?format=jpg&name=small","56K","3.6K","535"
"2023-07-24T12:44:51.000Z","image","Spartak Moscow have submitted €12m bid for Davinson Sánchez. Talks are at advanced stages with Tottenham ⚪️🔴

Deal still under discussion but Russian side optimistic, as  reported.","","https://pbs.twimg.com/media/F1zYVAsWcAEZWXS?format=jpg&name=small","20K","1.4K","366"
"2023-07-24T08:18:08.000Z","video","🎥🔵 Exclusive: Ismaïla Sarr, on his way to complete medical as new Olympique Marseille player.

Five year contract, set to be signed 🇸🇳","blob:https://twitter.com/4b964844-cd33-4378-8c86-72b7b7364750","https://pbs.twimg.com/amplify_video_thumb/1683391017213362176/img/rFv9twcEOZ-h8hxN.jpg","30K","2.5K","191"
"2023-07-24T08:10:34.000Z","image","ICYMI. Chadi Riad to Betis, deal closed on permanent transfer — but Barcelona in ‘control’ for the future. ⤵️✨🇲🇦Talented 2003 centre back Chadi Riad will join Betis from Barcelona 🟢🇲🇦

Exclusive details:
◉ Betis sign Riad on permanent deal. 
◉ Barcelona will receive €2.5m fee.
◉ 50% sell on clause for Barcelona.

🔵🔴 Barça will have buy back clause to bring Riad back in future.","","https://pbs.twimg.com/media/F1waBLHWcAAKZ0Q?format=jpg&name=small","9.4K","537","57"
"2023-07-24T08:04:14.000Z","text","Bassey is the priority","","","191","25","10"
